team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
463,/team/463/deportivo-alaves/240002,24,2,2023-09-22,Deportivo Alavés,53,La Liga,1,45,Spain,72,73,73,73,16111977,Estadio de Mendizorroza,448,1,2.0,,13000000.0,27.0,24.04,226637,224415,224415,224415,224415,224415.0,224415.0,224415.0,Balanced,51,41,,,,,,Long ball,Direct passing,61,3,3,3,,,,,,,,
468,/team/468/elche/240002,24,2,2023-09-22,Elche CF,54,La Liga 2,2,45,Spain,72,73,71,71,453012,Estadio Martínez Valero,1853,1,9.0,,5000000.0,28.91,26.92,189172,189172,189172,189172,189172,189172.0,189172.0,189172.0,Balanced,51,51,,,,,,Long ball,Direct passing,51,3,3,3,,,,,,,,
567,/team/567/fluminense/240002,24,2,2023-09-22,Fluminense,7,Serie A,1,54,Brazil,72,74,72,72,459133,O Dromo,1043,4,9.0,,30000000.0,28.82,28.6,230271,230337,230271,230337,230337,230278.0,230337.0,230337.0,Balanced,51,51,,,,,,Slow build up,Possession,51,4,3,3,,,,,,,,
674,/team/674/gent/240002,24,2,2023-09-22,Gent,4,Jupiler Pro League,1,7,Belgium,72,73,72,70,896519,Stadion Neder,231,5,9.0,,147000000.0,25.73,24.48,176009,176009,176009,176009,176009,236947.0,176009.0,176009.0,Pressure on heavy touch,51,61,,,,,,Slow build up,Possession,61,6,3,3,,,,,,,,
819,/team/819/kobenhavn/240002,24,2,2023-09-22,F.C. København,1,Superliga,1,13,Denmark,72,70,73,72,117955,Eastpoint Arena (Football Ground),269,4,10.0,,70300000.0,25.82,24.57,207554,231390,231390,231390,231390,231390.0,231390.0,231390.0,Press after possession loss,61,61,,,,,,Slow build up,Possession,71,6,3,3,,,,,,,,
1013,/team/1013/san-lorenzo/240002,24,2,2023-09-22,San Lorenzo,353,Liga Profesional,1,52,Argentina,72,71,72,73,34492065,El Libertador (La Bombastico),111711,7,9.0,,107500000.0,26.09,25.29,231360,237994,231360,237994,246690,246690.0,237994.0,237994.0,Balanced,51,51,,,,,,Long ball,Direct passing,51,3,3,3,,,,,,,,
1355,/team/1355/republic-of-ireland/240002,24,2,2023-09-22,Republic of Ireland,78,Friendly International,,25,Republic of Ireland,72,71,71,73,536978,Sanderson Park (FIFA 13 NEW generic),110081,5,,,,24.73,25.38,204936,228151,228151,228151,212454,259608.0,228151.0,228151.0,Balanced,61,51,,,,,,Fast build up,Forward runs,61,5,3,3,,,,,,,,
1792,/team/1792/norwich-city/240002,24,2,2023-09-22,Norwich City,14,Championship,2,14,England,72,70,72,71,524257,Carrow Road,94,1,8.0,,145000000.0,27.36,25.6,201368,270571,270571,270571,270571,201368.0,270571.0,270571.0,Press after possession loss,41,51,,,,,,Slow build up,Possession,71,4,3,3,,,,,,,,
1815,/team/1815/clermont/240002,24,2,2023-09-22,Clermont Foot 63,16,Ligue 1,1,18,France,72,71,72,71,530329,Euro Park,1819,1,2.0,,75000000.0,27.91,25.84,193116,198731,208861,208861,198731,222636.0,198731.0,198731.0,Pressure on heavy touch,61,51,,,,,,Slow build up,Possession,61,4,3,3,,,,,,,,
1842,/team/1842/cagliari/240002,24,2,2023-09-22,Cagliari,31,Serie A,1,27,Italy,72,72,72,71,128311,Stadio Classico,48,1,2.0,,65000000.0,25.0,26.5,230965,240100,240100,240100,240100,259011.0,240100.0,240100.0,Pressure on heavy touch,51,61,,,,,,Long ball,Direct passing,61,4,3,3,,,,,,,,
1923,/team/1923/luton-town/240002,24,2,2023-09-22,Luton Town,13,Premier League,1,14,England,72,72,72,72,562,Court Lane,1795,1,1.0,,107500000.0,26.55,26.8,211363,252483,211363,252483,199189,229375.0,199189.0,252483.0,Pressure on heavy touch,51,51,,,,,,Balanced,Balanced,71,4,3,3,,,,,,,,
101016,/team/101016/adana-demirspor/240002,24,2,2023-09-22,Adana Demirspor,68,Super Lig,1,48,Turkey,72,71,74,73,23836,Stadion Europa (Generic Europe 2),741,1,2.0,,34000000.0,29.0,26.55,198200,193738,193738,193738,193738,204077.0,193738.0,193738.0,Balanced,51,51,,,,,,Balanced,Balanced,51,5,3,3,,,,,,,,
101083,/team/101083/estudiantes/240002,24,2,2023-09-22,Estudiantes,353,Liga Profesional,1,52,Argentina,72,73,72,72,213970,Stadio Classico,101084,8,8.0,,90500000.0,28.55,26.79,173857,215155,215155,252114,215155,161938.0,252114.0,215155.0,Pressure on heavy touch,51,51,,,,,,Fast build up,Forward runs,51,6,3,3,,,,,,,,
112670,/team/112670/talleres-cordoba/240002,24,2,2023-09-22,Talleres Córdoba,353,Liga Profesional,1,52,Argentina,72,71,72,71,252450,O Dromo,111022,3,6.0,,20000000.0,25.36,22.86,215251,267629,267629,267629,267629,238194.0,267629.0,267629.0,Balanced,71,51,,,,,,Balanced,Balanced,71,3,3,3,,,,,,,,
112996,/team/112996/los-angeles-fc/240002,24,2,2023-09-22,Los Angeles FC,39,Major League Soccer,1,95,United States,72,75,71,72,29838,BMO Stadium,697,5,8.0,,427500000.0,29.09,25.47,169416,169416,169416,169416,169416,169416.0,169416.0,169416.0,Press after possession loss,41,61,,,,,,Balanced,Balanced,51,6,3,3,,,,,,,,
12,/team/12/middlesbrough/240002,24,2,2023-09-22,Middlesbrough,14,Championship,2,14,England,71,69,70,71,645,Riverside Stadium,13,1,8.0,,84000000.0,25.45,24.5,183422,183422,183422,183422,183422,213697.0,183422.0,183422.0,Balanced,61,41,,,,,,Balanced,Balanced,71,5,3,3,,,,,,,,
28,/team/28/hamburger-sv/240002,24,2,2023-09-22,Hamburger SV,20,2. Bundesliga,2,21,Germany,71,71,71,70,1552477,Volksparkstadion,110329,2,9.0,,156400000.0,25.91,23.72,214948,234728,234728,224970,234728,234728.0,224970.0,234728.0,Pressure on heavy touch,61,71,,,,,,Slow build up,Possession,71,6,3,3,,,,,,,,
34,/team/34/schalke-04/240002,24,2,2023-09-22,FC Schalke 04,20,2. Bundesliga,2,21,Germany,71,71,70,71,896514,Veltins-Arena,22,4,10.0,,319100000.0,26.64,26.33,183714,229155,229155,229155,229155,183714.0,229155.0,229155.0,Pressure on heavy touch,51,61,,,,,,Balanced,Balanced,61,7,3,3,,,,,,,,
109,/team/109/west-bromwich-albion/240002,24,2,2023-09-22,West Bromwich Albion,14,Championship,2,14,England,71,70,72,70,37453069,The Hawthorns,110,1,7.0,,141000000.0,27.55,26.22,205970,211506,211506,211506,211506,211506.0,223877.0,211506.0,Press after possession loss,51,71,,,,,,Slow build up,Possession,61,4,3,3,,,,,,,,
166,/team/166/hertha-bsc/240002,24,2,2023-09-22,Hertha Berlin,20,2. Bundesliga,2,21,Germany,71,70,70,72,29582,Olympiastadion,1831,3,10.0,,260500000.0,24.64,24.07,204776,206463,206463,259522,206463,212002.0,206463.0,206463.0,Balanced,51,61,,,,,,Long ball,Direct passing,61,4,3,3,,,,,,,,
211,/team/211/dinamo-zagreb/240002,24,2,2023-09-22,Dinamo Zagreb,317,1. HNL,1,10,Croatia,71,70,72,71,74546,Euro Arena,263,5,10.0,,98000000.0,25.18,24.61,215455,231007,231007,231007,231007,215455.0,261143.0,261143.0,Balanced,51,51,,,,,,Balanced,Balanced,61,5,3,3,,,,,,,,
263,/team/263/hajduk-split/240002,24,2,2023-09-22,Hajduk Split,317,1. HNL,1,10,Croatia,71,77,70,70,60303,Stadion Hanguk,211,3,9.0,,45000000.0,25.73,24.85,205855,205855,230988,205855,205855,205855.0,230988.0,230988.0,Balanced,51,61,,,,,,Fast build up,Forward runs,51,3,3,3,,,,,,,,
467,/team/467/sd-eibar/240002,24,2,2023-09-22,SD Eibar,54,La Liga 2,2,45,Spain,71,71,72,71,185262,Municipal de Ipurua,457,1,8.0,,29000000.0,27.18,26.54,199986,213937,213937,199986,213937,189857.0,213937.0,213937.0,Press after possession loss,51,71,,,,,,Slow build up,Possession,61,7,3,3,,,,,,,,
517,/team/517/botafogo/240002,24,2,2023-09-22,Botafogo,7,Serie A,1,54,Brazil,71,71,72,70,21412795,O Dromo,567,4,6.0,,22000000.0,29.18,28.8,230397,230397,230468,230468,230397,230516.0,230417.0,230397.0,Balanced,61,51,,,,,,Long ball,Direct passing,61,4,3,3,,,,,,,,
900,/team/900/young-boys/240002,24,2,2023-09-22,Young Boys,189,Super League,1,47,Switzerland,71,74,69,69,37577611,Waldstadion (Fussballstadion),896,5,9.0,,85000000.0,24.82,24.18,244401,236657,236657,236657,236657,,236657.0,236657.0,Press after possession loss,51,61,,,,,,Fast build up,Forward runs,71,4,3,3,,,,,,,,
1341,/team/1341/iceland/240002,24,2,2023-09-22,Iceland,78,Friendly International,,24,Iceland,71,71,70,71,474444,Euro Arena,1331,2,,,,27.55,26.08,189167,246814,246814,246814,246814,195586.0,246814.0,246814.0,Balanced,51,51,,,,,,Fast build up,Forward runs,51,3,3,3,,,,,,,,
1356,/team/1356/romania/240002,24,2,2023-09-22,Romania,78,Friendly International,,39,Romania,71,70,72,69,883002,Waldstadion (Fussballstadion),1886,5,,,,26.64,25.73,212207,197971,246562,197971,212207,197971.0,212207.0,212207.0,Balanced,51,51,,,,,,Long ball,Direct passing,51,5,3,3,,,,,,,,
1516,/team/1516/midtjylland/240002,24,2,2023-09-22,Midtjylland,1,Superliga,1,13,Denmark,71,69,70,72,457649,Stadion Neder,1443,3,9.0,,42500000.0,26.45,25.23,190633,206114,231104,206114,206114,247686.0,206114.0,206114.0,Pressure on heavy touch,71,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
1809,/team/1809/toulouse/240002,24,2,2023-09-22,Toulouse FC,16,Ligue 1,1,18,France,71,75,71,72,37700640,Stadion Europa (Generic Europe 2),59,1,3.0,,98000000.0,23.73,22.55,228593,242534,242534,242534,229649,252021.0,242534.0,242534.0,Balanced,61,51,,,,,,Slow build up,Possession,61,4,3,3,,,,,,,,
1819,/team/1819/saint-etienne/240002,24,2,2023-09-22,AS Saint-Étienne,17,Ligue 2,2,18,France,71,70,70,71,94064,Ivy Lane,66,1,9.0,,60000000.0,26.18,24.97,223138,245855,256902,256902,245855,244022.0,245855.0,245855.0,Balanced,41,41,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
1853,/team/1853/levante/240002,24,2,2023-09-22,Levante UD,54,La Liga 2,2,45,Spain,71,70,70,71,185346,Estadio Ciutat de València,461,1,9.0,,49000000.0,26.18,24.1,214639,243312,243312,243312,243312,262081.0,252598.0,252598.0,Balanced,61,61,,,,,,Balanced,Balanced,71,4,3,3,,,,,,,,
1874,/team/1874/ferencvaros/240002,24,2,2023-09-22,Ferencváros,64,NB I.,1,23,Hungary,71,71,71,70,127597,Stadion Neder,254,4,10.0,,43000000.0,26.18,26.61,221610,205207,237566,275976,205207,245694.0,205207.0,275976.0,Balanced,51,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
1887,/team/1887/vitoria-sc/240002,24,2,2023-09-22,Vitória SC,308,Liga Portugal,1,38,Portugal,71,70,72,69,37675108,Stade Municipal,1896,2,7.0,,40500000.0,26.18,24.48,219754,212474,212474,212474,212474,212474.0,212474.0,212474.0,Balanced,51,61,,,,,,Fast build up,Forward runs,71,3,3,3,,,,,,,,
1908,/team/1908/fc-twente/240002,24,2,2023-09-22,FC Twente,10,Eredivisie,1,34,Netherlands,71,70,70,73,22158402,Waldstadion (Fussballstadion),100634,2,7.0,,69600000.0,24.73,23.44,208462,257502,245209,229435,257502,229435.0,245209.0,245209.0,Press after possession loss,51,61,,,,,,Long ball,Direct passing,61,4,3,3,,,,,,,,
101014,/team/101014/istanbul-basaksehir/240002,24,2,2023-09-22,İstanbul Başakşehir,68,Super Lig,1,48,Turkey,71,73,71,71,30462,Stadion Neder,325,5,8.0,,49500000.0,28.09,26.85,190593,208053,207924,208053,208053,223113.0,208053.0,208053.0,Balanced,61,61,,,,,,Slow build up,Possession,61,5,3,3,,,,,,,,
101047,/team/101047/dynamo-kyiv/240002,24,2,2023-09-22,Dynamo Kyiv,332,Premier League,1,49,Ukraine,71,69,71,70,459149,Stadion Olympik,101059,6,10.0,,100000000.0,26.18,23.61,244373,244374,244374,244374,244374,244373.0,244374.0,244374.0,Pressure on heavy touch,61,51,,,,,,Balanced,Balanced,71,6,3,3,,,,,,,,
101059,/team/101059/shakhtar-donetsk/240002,24,2,2023-09-22,Shakhtar Donetsk,332,Premier League,1,49,Ukraine,71,74,71,70,37553752,Donbass Arena,101047,7,10.0,,160000000.0,25.36,23.54,206413,237055,206413,195861,237055,247122.0,277456.0,237055.0,Pressure on heavy touch,41,61,,,,,,Slow build up,Possession,51,7,3,3,,,,,,,,
101105,/team/101105/millonarios/240002,24,2,2023-09-22,Millonarios,336,Liga BetPlay,1,56,Colombia,71,72,70,71,3526244,O Dromo,101104,5,9.0,,44500000.0,29.91,26.03,214378,214378,245256,214378,214378,231862.0,214378.0,214378.0,Balanced,51,51,,,,,,Slow build up,Possession,51,5,3,3,,,,,,,,
110093,/team/110093/independiente/240002,24,2,2023-09-22,Independiente,353,Liga Profesional,1,52,Argentina,71,71,72,71,252,Estadio Libertadores de América,101085,8,9.0,,182300000.0,29.73,26.57,215057,215292,215057,215292,215292,215057.0,215057.0,215057.0,Balanced,51,41,,,,,,Long ball,Direct passing,71,4,3,3,,,,,,,,
110395,/team/110395/lanus/240002,24,2,2023-09-22,Lanús,353,Liga Profesional,1,52,Argentina,71,71,71,71,468196,Stadio Classico,110404,5,6.0,,54700000.0,28.82,25.96,215050,265766,265766,265766,265766,214777.0,265766.0,265766.0,Balanced,61,61,,,,,,Balanced,Balanced,61,6,3,3,,,,,,,,
110406,/team/110406/colon/240002,24,2,2023-09-22,Colón,353,Liga Profesional,1,52,Argentina,71,69,71,71,468236,Stadio Classico,111716,3,5.0,,23500000.0,29.73,27.93,214763,215199,215199,215199,215199,226378.0,215199.0,215199.0,Balanced,41,41,,,,,,Fast build up,Forward runs,51,4,3,3,,,,,,,,
110502,/team/110502/darmstadt-98/240002,24,2,2023-09-22,SV Darmstadt 98,19,Bundesliga,1,21,Germany,71,69,71,71,460255,Forest Park Stadium (Square Ground),1824,1,1.0,,50000000.0,26.18,25.43,208470,251287,251287,251287,251287,251287.0,251287.0,251287.0,Pressure on heavy touch,51,61,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
110981,/team/110981/barcelona-guayaquil/240002,24,2,2023-09-22,Barcelona Guayaquil,2018,Liga Pro,1,57,Ecuador,71,73,71,70,127886,Stadion Hanguk,110984,7,10.0,,35500000.0,29.91,28.0,215048,241992,241992,241992,241992,222585.0,241992.0,241992.0,Press after possession loss,51,61,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
111008,/team/111008/libertad/240002,24,2,2023-09-22,Libertad,337,Primera División,1,58,Paraguay,71,71,68,70,472575,Arena del Centenario (Estadio del Pueblo),101108,7,9.0,,45500000.0,30.45,28.59,198653,204699,204699,204699,204699,179752.0,204977.0,204977.0,Balanced,51,37,,,,,,Slow build up,Possession,61,6,3,3,,,,,,,,
111019,/team/111019/argentinos-juniors/240002,24,2,2023-09-22,Argentinos Juniors,353,Liga Profesional,1,52,Argentina,71,72,71,71,465797,Arena del Centenario (Estadio del Pueblo),112689,6,6.0,,16500000.0,26.45,25.54,176920,246770,269622,176920,246770,176920.0,224317.0,224317.0,Press after possession loss,41,61,,,,,,Balanced,Balanced,61,5,3,3,,,,,,,,
111052,/team/111052/fortaleza/240002,24,2,2023-09-22,Fortaleza,7,Serie A,1,54,Brazil,71,71,71,72,212007,O Dromo,1043,1,2.0,,4400000.0,27.36,27.0,230227,230227,230227,230227,230227,230433.0,230340.0,230340.0,Pressure on heavy touch,51,61,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
111235,/team/111235/heidenheim/240002,24,2,2023-09-22,Heidenheim,19,Bundesliga,1,21,Germany,71,72,70,71,458978,Molton Road (Sheldon Stadium),110178,1,1.0,,34400000.0,25.64,25.03,216199,240451,240451,240451,240451,240451.0,240451.0,224980.0,Balanced,61,41,,,,,,Long ball,Direct passing,61,3,3,3,,,,,,,,
111434,/team/111434/cremonese/240002,24,2,2023-09-22,Cremonese,32,Serie B,2,27,Italy,71,72,72,70,1553204,Stadio Classico,1745,1,8.0,,50000000.0,27.82,26.29,178475,207471,258714,207471,207471,178475.0,258714.0,258714.0,Balanced,51,51,,,,,,Long ball,Direct passing,51,6,3,3,,,,,,,,
111674,/team/111674/al-shabab/240002,24,2,2023-09-22,Al Shabab,350,Pro League,1,183,Saudi Arabia,71,74,70,70,185336,Stade Kokoto (Generic Africa 2),112139,4,7.0,,75500000.0,29.36,26.68,178562,178562,178562,178562,178562,208418.0,178562.0,178562.0,Balanced,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
111710,/team/111710/defensa-y-justicia/240002,24,2,2023-09-22,Defensa y Justicia,353,Liga Profesional,1,52,Argentina,71,72,71,70,37625768,Arena del Centenario (Estadio del Pueblo),110394,5,6.0,,18100000.0,27.45,26.43,229537,224403,224403,224403,241833,225289.0,224403.0,224403.0,Press after possession loss,51,71,,,,,,Balanced,Balanced,61,8,3,3,,,,,,,,
112134,/team/112134/philadelphia-union/240002,24,2,2023-09-22,Philadelphia Union,39,Major League Soccer,1,95,United States,71,71,71,71,524291,Forest Park Stadium (Square Ground),112828,3,7.0,,266000000.0,27.55,25.24,191173,191173,191173,191173,191173,191173.0,191173.0,239704.0,Press after possession loss,41,51,,,,,,Slow build up,Possession,41,3,3,3,,,,,,,,
112908,/team/112908/independiente-del-valle/240002,24,2,2023-09-22,Independiente del Valle,2018,Liga Pro,1,57,Ecuador,71,71,73,69,37614914,Stade Municipal,110986,7,9.0,,45000000.0,27.45,26.08,220739,220739,220739,220739,220739,220739.0,220739.0,220739.0,Press after possession loss,51,71,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
50,/team/50/parma/240002,24,2,2023-09-22,Parma,32,Serie B,2,27,Italy,70,68,69,65,130528,Arena d'Oro,189,3,9.0,,71000000.0,24.09,24.68,237297,252794,225475,252794,243154,243154.0,252794.0,243154.0,Balanced,41,41,,,,,,Long ball,Direct passing,61,5,3,3,,,,,,,,
68,/team/68/metz/240002,24,2,2023-09-22,FC Metz,16,Ligue 1,1,18,France,70,69,68,71,2158433,Forest Park Stadium (Square Ground),76,1,1.0,,70000000.0,27.27,24.52,229236,239740,229236,239740,239740,256856.0,239740.0,239740.0,Balanced,51,61,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
80,/team/80/hearts/240002,24,2,2023-09-22,Hearts,50,Premiership,1,42,Scotland,70,71,67,69,912,Ivy Lane,81,4,8.0,,8200000.0,25.82,25.86,216218,223747,255157,223747,223747,216218.0,266756.0,223747.0,Press after possession loss,41,61,,,,,,Fast build up,Forward runs,61,5,3,3,,,,,,,,
97,/team/97/millwall/240002,24,2,2023-09-22,Millwall,14,Championship,2,14,England,70,72,71,70,455453,Ivy Lane,19,1,5.0,,22000000.0,26.91,26.26,193549,225317,239373,225317,225317,225317.0,251560.0,251560.0,Balanced,51,41,,,,,,Long ball,Direct passing,51,4,3,3,,,,,,,,
209,/team/209/sturm-graz/240002,24,2,2023-09-22,Sturm Graz,80,Bundesliga,1,4,Austria,70,69,71,70,1452203,Stadion Neder,254,4,7.0,,62000000.0,24.55,22.75,190589,259101,259101,259101,259101,257340.0,259101.0,259101.0,Press after possession loss,71,71,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
232,/team/232/standard-liege/240002,24,2,2023-09-22,Standard Liège,4,Jupiler Pro League,1,7,Belgium,70,69,68,68,121,Waldstadion (Fussballstadion),229,5,8.0,,82000000.0,22.91,23.64,241103,268630,239589,268630,268630,241103.0,268630.0,268630.0,Pressure on heavy touch,51,51,,,,,,Balanced,Balanced,51,4,3,3,,,,,,,,
244,/team/244/real-zaragoza/240002,24,2,2023-09-22,Real Zaragoza,54,La Liga 2,2,45,Spain,70,70,70,70,460096,El Libertador (La Bombastico),110839,2,7.0,,7000000.0,27.09,24.48,188938,241588,256341,241588,256341,230623.0,241588.0,241588.0,Pressure on heavy touch,61,51,,,,,,Slow build up,Possession,61,6,3,3,,,,,,,,
260,/team/260/tenerife/240002,24,2,2023-09-22,CD Tenerife,54,La Liga 2,2,45,Spain,70,72,70,70,456258,Stadio Classico,472,1,8.0,,7000000.0,27.45,26.3,243993,277069,246169,231414,277069,243993.0,246169.0,246169.0,Pressure on heavy touch,71,61,,,,,,Balanced,Balanced,71,3,3,3,,,,,,,,
271,/team/271/agf/240002,24,2,2023-09-22,AGF,1,Superliga,1,13,Denmark,70,71,68,69,524374,Euro Arena,269,1,7.0,,12700000.0,26.36,24.11,191083,236883,225931,236883,236883,191083.0,225931.0,225931.0,Press after possession loss,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
320,/team/320/malmo-ff/240002,24,2,2023-09-22,Malmö FF,56,Allsvenskan,1,46,Sweden,70,71,70,70,37646925,Stade Municipal,319,4,10.0,,57500000.0,26.82,26.96,194201,273694,273694,256782,273694,205985.0,236259.0,273694.0,Press after possession loss,51,61,,,,,,Slow build up,Possession,31,8,3,3,,,,,,,,
459,/team/459/sporting-gijon/240002,24,2,2023-09-22,Sporting Gijón,54,La Liga 2,2,45,Spain,70,69,69,71,36083600,Stade Municipal,110827,1,7.0,,17000000.0,26.09,25.13,221430,229991,229991,229991,229991,221430.0,229991.0,229991.0,Balanced,41,41,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
485,/team/485/hannover-96/240002,24,2,2023-09-22,Hannover 96,20,2. Bundesliga,2,21,Germany,70,67,70,70,33182,HDI-Arena,110500,1,7.0,,90100000.0,25.82,24.48,186148,250941,210665,210489,250941,226050.0,250941.0,226167.0,Balanced,41,51,,,,,,Fast build up,Forward runs,81,6,3,3,,,,,,,,
670,/team/670/sporting-charleroi/240002,24,2,2023-09-22,Sporting Charleroi,4,Jupiler Pro League,1,7,Belgium,70,69,71,67,1030184,Ivy Lane,232,4,5.0,,37000000.0,23.64,24.21,220782,220782,220782,220782,220782,262925.0,220782.0,220782.0,Balanced,41,37,,,,,,Fast build up,Forward runs,51,4,3,3,,,,,,,,
691,/team/691/new-england/240002,24,2,2023-09-22,New England,39,Major League Soccer,1,95,United States,70,70,71,69,37460590,Stadion Hanguk,689,3,5.0,,220500000.0,28.36,26.47,210930,210930,210930,210930,210930,210930.0,210930.0,210930.0,Press after possession loss,41,61,,,,,,Slow build up,Possession,61,5,3,3,,,,,,,,
697,/team/697/la-galaxy/240002,24,2,2023-09-22,LA Galaxy,39,Major League Soccer,1,95,United States,70,70,69,68,516577,Dignity Health Sports Park,112996,6,9.0,,432000000.0,27.09,26.83,204677,242816,201895,201895,242816,251105.0,242816.0,242816.0,Balanced,71,51,,,,,,Slow build up,Possession,81,6,3,3,,,,,,,,
744,/team/744/rio-ave/240002,24,2,2023-09-22,Rio Ave FC,308,Liga Portugal,1,38,Portugal,70,69,70,70,1553235,Stadion 23. Maj,1896,2,3.0,,16500000.0,27.73,26.92,186748,251294,251294,251294,251294,251294.0,251294.0,251294.0,Pressure on heavy touch,51,51,,,,,,Balanced,Balanced,51,5,3,3,,,,,,,,
748,/team/748/samsunspor/240002,24,2,2023-09-22,Samsunspor,68,Super Lig,1,48,Turkey,70,70,71,67,460980,Stadion Europa (Generic Europe 2),436,3,4.0,,15000000.0,27.91,26.88,211287,218745,218745,223134,218745,218745.0,218745.0,218745.0,Balanced,61,51,,,,,,Slow build up,Possession,51,3,3,3,,,,,,,,
918,/team/918/bodo-glimt/240002,24,2,2023-09-22,Bodø / Glimt,41,Eliteserien,1,36,Norway,70,69,71,71,452732,Town Park,418,4,9.0,,27100000.0,26.09,24.54,222227,224874,224874,224874,224874,224874.0,222227.0,222227.0,Press after possession loss,61,81,,,,,,Fast build up,Forward runs,71,5,3,3,,,,,,,,
1334,/team/1334/finland/240002,24,2,2023-09-22,Finland,78,Friendly International,,17,Finland,70,70,70,67,474417,Euro Arena,1363,3,,,,28.73,26.5,190941,207593,207593,232446,207593,190362.0,234298.0,207593.0,Balanced,31,37,,,,,,Fast build up,Forward runs,31,3,3,3,,,,,,,,
1473,/team/1473/ulsan/240002,24,2,2023-09-22,Ulsan,83,K League 1,1,167,Korea Republic,70,72,69,69,452818,Waldstadion (Fussballstadion),1474,7,10.0,,19500000.0,28.82,28.82,227790,205401,205401,205401,205401,213189.0,205401.0,205401.0,Balanced,51,51,,,,,,Slow build up,Possession,61,6,3,3,,,,,,,,
1477,/team/1477/jeonbuk-motors/240002,24,2,2023-09-22,Jeonbuk Motors,83,K League 1,1,167,Korea Republic,70,69,70,70,319820,Ivy Lane,983,7,9.0,,20000000.0,27.09,27.96,200588,237424,237424,237424,237424,237424.0,237424.0,237424.0,Press after possession loss,61,61,,,,,,Slow build up,Possession,61,8,3,3,,,,,,,,
1738,/team/1738/le-havre/240002,24,2,2023-09-22,Le Havre,16,Ligue 1,1,18,France,70,70,70,71,3187813,Waldstadion (Fussballstadion),210,1,2.0,,65000000.0,25.73,23.75,262237,245364,245364,245364,245364,245364.0,245364.0,245364.0,Balanced,61,41,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
1745,/team/1745/como/240002,24,2,2023-09-22,Como,32,Serie B,2,27,Italy,70,71,70,68,462195,Town Park,111811,1,5.0,,18000000.0,25.36,26.28,220933,254579,220933,254579,254579,237715.0,254579.0,238474.0,Balanced,41,51,,,,,,Balanced,Balanced,41,3,3,3,,,,,,,,
1795,/team/1795/watford/240002,24,2,2023-09-22,Watford,14,Championship,2,14,England,70,70,71,69,896570,Vicarage Road,1923,2,8.0,,152500000.0,24.64,24.27,209532,242794,242794,242794,242794,242794.0,242794.0,242794.0,Press after possession loss,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
1800,/team/1800/coventry-city/240002,24,2,2023-09-22,Coventry City,14,Championship,2,14,England,70,71,71,70,455489,Molton Road (Sheldon Stadium),95,1,6.0,,16500000.0,26.18,24.13,173671,225441,225441,225441,225441,187157.0,225441.0,251555.0,Press after possession loss,51,61,,,,,,Fast build up,Forward runs,71,4,3,3,,,,,,,,
1801,/team/1801/preston-north-end/240002,24,2,2023-09-22,Preston North End,14,Championship,2,14,England,70,69,70,68,8170,Molton Road (Sheldon Stadium),1926,1,5.0,,20000000.0,25.73,24.83,216464,216464,216464,216464,216464,201911.0,216464.0,216464.0,Balanced,51,51,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
1806,/team/1806/stoke-city/240002,24,2,2023-09-22,Stoke City,14,Championship,2,14,England,70,71,70,69,173023,Stoke City FC Stadium,1928,1,6.0,,55000000.0,25.45,24.72,217826,201887,201887,201887,201887,201887.0,201887.0,201887.0,Press after possession loss,61,61,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
1843,/team/1843/palermo/240002,24,2,2023-09-22,Palermo,32,Serie B,2,27,Italy,70,72,70,70,127492,Stadio Classico,111657,2,8.0,,24000000.0,27.91,25.96,253019,212381,212381,212381,212381,253019.0,220517.0,212381.0,Balanced,41,51,,,,,,Slow build up,Possession,61,5,3,3,,,,,,,,
